,Unnamed: 0,RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
476,14832,JB354775,nan,2018-07-05 16:00:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/18/2018 12:00:00 PM,IMPROPER OVERTAKING/PASSING,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,340,W,WACKER DR,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,5,7,41.886082221,-87.636870144,POINT (-87.636870144138 41.88608222062)
478,14888,JB343983,nan,2018-07-05 14:30:00,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",07/10/2018 04:48:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,500,N,KINGSBURY ST,1831,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14,5,7,41.890684302,-87.639395283,POINT (-87.63939528337 41.890684302388)
479,14923,JB339372,nan,2018-07-05 13:00:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",07/07/2018 12:42:00 PM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,77,W,WACKER DR,111,,,,,,,2.0,NONINCAPACITATING INJURY,2.0,0.0,0.0,1.0,1.0,1.0,0.0,13,5,7,41.886707738,-87.63079457799999,POINT (-87.630794577794 41.886707737973)
480,14930,JB336482,nan,2018-07-05 12:41:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/05/2018 01:38:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,55,E,JACKSON BLVD,113,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12,5,7,41.878147859,-87.625572735,POINT (-87.625572734558 41.878147858544)
481,14951,JB336559,nan,2018-07-05 11:30:00,0,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/05/2018 02:30:00 PM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,700,S,STATE ST,123,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,5,7,41.873049366,-87.62771142,POINT (-87.627711419764 41.873049366308)
482,14973,JB336281,nan,2018-07-05 10:30:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,0.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/05/2018 11:25:00 AM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,808,W,VAN BUREN ST,1232,,,,Y,CONSTRUCTION,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10,5,7,41.876775163000005,-87.64761342799999,POINT (-87.647613428277 41.876775163444)
483,14975,JB341871,nan,2018-07-05 10:20:00,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/09/2018 09:45:00 AM,NOT APPLICABLE,NOT APPLICABLE,455,N,ST CLAIR ST,1834,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10,5,7,41.890836664,-87.621595325,POINT (-87.621595324543 41.890836664134)
484,14990,JB336279,nan,2018-07-05 09:45:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DRIVEWAY,1.0,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",07/05/2018 11:15:00 AM,NOT APPLICABLE,NOT APPLICABLE,815,W,VAN BUREN ST,1232,,,,N,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9,5,7,41.876551662,-87.647869703,POINT (-87.647869703365 41.876551661743)
485,15020,JB342069,nan,2018-07-05 08:30:00,0,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/09/2018 12:00:00 PM,IMPROPER OVERTAKING/PASSING,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,800,S,CLARK ST,123,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8,5,7,41.872164396,-87.630755777,POINT (-87.630755776917 41.872164396052)
486,15037,JB336532,nan,2018-07-05 07:40:00,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,ALLEY,1.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,,$500 OR LESS,07/05/2018 01:50:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,121,N,LA SALLE ST,122,,,,,,,1.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,5,7,41.883764598,-87.632275354,POINT (-87.632275353537 41.883764598103)
487,15039,JB340056,nan,2018-07-05 07:30:00,5,NO CONTROLS,NO CONTROLS,UNKNOWN,DAYLIGHT,FIXED OBJECT,PARKING LOT,,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,,"$501 - $1,500",07/07/2018 10:30:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,801,S,FINANCIAL PL,123,,,,,,,1.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,5,7,41.872102297,-87.632797134,POINT (-87.632797133964 41.872102296637)
488,15093,JB335786,nan,2018-07-05 00:50:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,ONE-WAY,3.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,$500 OR LESS,07/05/2018 01:22:00 AM,IMPROPER LANE USAGE,UNABLE TO DETERMINE,336,N,ORLEANS ST,1831,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,5,7,41.888242436999995,-87.636768207,POINT (-87.636768206513 41.888242436632)
490,15228,JB335402,nan,2018-07-04 19:09:00,30,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,CLEAR,DAYLIGHT,REAR END,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,07/04/2018 07:49:00 PM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,400,S,CLARK ST,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19,4,7,41.876818253,-87.6308945,POINT (-87.630894500009 41.876818253091)
491,15231,JB336675,nan,2018-07-04 19:00:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,4.0,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",07/05/2018 03:00:00 PM,IMPROPER BACKING,UNABLE TO DETERMINE,338,S,CLARK ST,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19,4,7,41.877217830999996,-87.63090572200001,POINT (-87.630905722474 41.877217830775)
492,15263,JB335238,nan,2018-07-04 16:50:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,ONE-WAY,0.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",07/04/2018 05:00:00 PM,DISREGARDING TRAFFIC SIGNALS,FAILING TO YIELD RIGHT-OF-WAY,100,S,FRANKLIN ST,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16,4,7,41.88057459,-87.635426148,POINT (-87.635426148449 41.880574589715)
493,15281,JB338145,nan,2018-07-04 16:00:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",07/06/2018 03:45:00 PM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,350,N,LA SALLE DR,1831,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,4,7,41.88887789,-87.632662396,POINT (-87.632662396398 41.888877890279)
494,15433,JB334440,nan,2018-07-03 23:30:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN BARRIER,3.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,07/03/2018 11:32:00 PM,IMPROPER BACKING,IMPROPER BACKING,305,N,MICHIGAN AVE,114,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,6.0,0.0,23,3,7,41.886962955,-87.624393589,POINT (-87.624393589117 41.886962955469)
495,15455,JB334366,nan,2018-07-03 21:50:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,ONE-WAY,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/03/2018 10:35:00 PM,IMPROPER LANE USAGE,UNABLE TO DETERMINE,30,E,WASHINGTON ST,111,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21,3,7,41.883329101,-87.62681992799999,POINT (-87.626819928268 41.883329101345)
496,15460,JB334350,nan,2018-07-03 21:30:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,3.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/03/2018 10:00:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,232,S,FRANKLIN ST,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21,3,7,41.878454082,-87.63535775,POINT (-87.635357749837 41.878454082477)
497,15477,JB335523,nan,2018-07-03 20:00:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,07/04/2018 10:23:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,100,N,HALSTED ST,1224,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20,3,7,41.883165736,-87.647551653,POINT (-87.647551652718 41.883165735675)
498,15484,JB334190,nan,2018-07-03 19:38:00,30,NO CONTROLS,OTHER,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,6.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/03/2018 07:45:00 PM,NOT APPLICABLE,NOT APPLICABLE,430,S,MICHIGAN AVE,113,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19,3,7,41.876248128,-87.624419185,POINT (-87.624419184591 41.876248128036)
499,15590,JB333855,nan,2018-07-03 16:10:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",07/03/2018 04:20:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,416,W,POLK ST,124,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,3,7,41.872149509,-87.638485038,POINT (-87.638485038272 41.872149508561)
500,15600,JB333963,nan,2018-07-03 15:55:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,ONE-WAY,3.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",07/03/2018 04:50:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,400,S,CONGRESS PLAZA DR,114,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15,3,7,41.876913829,-87.62431141799999,POINT (-87.624311418003 41.876913828568)
501,15624,JB333814,nan,2018-07-03 15:12:00,5,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,REAR END,PARKING LOT,1.0,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,07/03/2018 04:05:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,318,S,FEDERAL ST,113,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,3,7,41.877626241,-87.629861971,POINT (-87.629861971218 41.877626240947)
502,15640,JB333881,nan,2018-07-03 14:30:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,UNKNOWN,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",07/03/2018 04:18:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,200,W,HARRISON ST,123,,Y,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,14,3,7,41.874590031,-87.633704185,POINT (-87.633704184958 41.874590031007)
503,15649,JB333733,nan,2018-07-03 14:15:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,07/03/2018 03:19:00 PM,UNABLE TO DETERMINE,FAILING TO REDUCE SPEED TO AVOID CRASH,32,S,WELLS ST,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,3,7,41.881032224,-87.63395056200001,POINT (-87.633950562261 41.881032223747)
506,15708,JB333509,nan,2018-07-03 12:25:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,ONE-WAY,3.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",07/03/2018 12:30:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,99,E,ILLINOIS ST,1834,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12,3,7,41.890803555,-87.625414166,POINT (-87.62541416632 41.890803555257)
507,15713,JB333561,nan,2018-07-03 12:10:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/03/2018 01:22:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,150,W,WACKER DR,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12,3,7,41.88703915,-87.63255805600002,POINT (-87.632558056254 41.887039149781)
508,15760,JB333362,nan,2018-07-03 09:45:00,0,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,6.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/03/2018 10:30:00 AM,FOLLOWING TOO CLOSELY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,500,S,MICHIGAN AVE,123,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9,3,7,41.875658543,-87.62440494100002,POINT (-87.624404940923 41.87565854302)
510,15780,JB333247,nan,2018-07-03 08:45:00,30,LANE USE MARKING,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),2.0,CURVE ON GRADE,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/03/2018 08:47:00 AM,IMPROPER TURNING/NO SIGNAL,FAILING TO REDUCE SPEED TO AVOID CRASH,400,N,HALSTED ST,1214,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8,3,7,41.889088351999995,-87.64773092200001,POINT (-87.647730922457 41.889088352382)
511,15781,JB333243,nan,2018-07-03 08:43:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,ONE-WAY,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/03/2018 09:15:00 AM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,24,N,WELLS ST,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8,3,7,41.882547998,-87.633994156,POINT (-87.633994156272 41.882547997584)
512,15797,JB333316,nan,2018-07-03 08:00:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,OTHER OBJECT,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,"RUT, HOLES",NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/03/2018 10:18:00 AM,NOT APPLICABLE,NOT APPLICABLE,560,W,HARRISON ST,124,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8,3,7,41.874486917,-87.64191282200001,POINT (-87.641912821988 41.874486916721)
513,15827,JB332979,nan,2018-07-03 00:18:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",07/03/2018 12:21:00 AM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,100,E,CONGRESS DR,114,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0,3,7,41.875835081999995,-87.62421288600002,POINT (-87.624212886292 41.875835081627)
514,15845,JB332880,nan,2018-07-02 22:00:00,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ONE-WAY,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/02/2018 10:40:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,40,W,ILLINOIS ST,1831,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22,2,7,41.890944657,-87.62955404799999,POINT (-87.629554048003 41.890944656709)
515,15851,JB332815,nan,2018-07-02 21:24:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,REAR END,DIVIDED - W/MEDIAN BARRIER,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,N,,,"$501 - $1,500",07/02/2018 09:24:00 PM,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,231,N,STATE ST,111,,Y,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21,2,7,41.886559407,-87.62781189399998,POINT (-87.627811893882 41.886559406838)
516,15871,JB332642,nan,2018-07-02 19:45:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,07/02/2018 07:51:00 PM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,500,W,HARRISON ST,124,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19,2,7,41.874516006,-87.63950149600002,POINT (-87.639501495644 41.874516005793)
518,15921,JB332421,nan,2018-07-02 17:20:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/02/2018 05:53:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,198,N,MICHIGAN AVE,111,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,2,7,41.885684739,-87.624652918,POINT (-87.624652917653 41.885684738804)
519,15931,JB332433,nan,2018-07-02 17:00:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",07/02/2018 05:30:00 PM,IMPROPER TURNING/NO SIGNAL,IMPROPER LANE USAGE,338,N,STETSON AVE,114,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17,2,7,41.887804147,-87.62249660299999,POINT (-87.622496603371 41.887804147259)
521,15977,JB332267,nan,2018-07-02 15:20:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/02/2018 04:21:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,225,S,CANAL ST,121,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,2,7,41.878531278000004,-87.63942746,POINT (-87.639427459627 41.878531278354)
522,16020,JB332089,nan,2018-07-02 13:40:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,07/02/2018 01:45:00 PM,IMPROPER BACKING,UNABLE TO DETERMINE,134,S,WABASH AVE,112,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13,2,7,41.87994706,-87.62629031,POINT (-87.626290310204 41.879947059909)
524,16113,JB331714,nan,2018-07-02 09:19:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",07/02/2018 10:10:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,177,N,STATE ST,111,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9,2,7,41.885277957,-87.627782875,POINT (-87.627782875171 41.88527795661)
